UT,英文姓名,中文姓名,作者顺序
001719694100007,Wang, Yunji,王云姬,11
001719694100007,Ding, Dongyan,丁冬艳,12
001640080700001,Zheng, Wei,郑玮,1
001640080700001,Huang, Lili,黄丽丽,2
001640080700001,Liu, Haiqiang,刘海强,3
001566858700004,Ma, Haoxia,马好霞,8
000840482900001,Du, Ling,都灵,2
000457293700126,Chen, Wenjun,陈文君,1
000591966100002,Li, Hongqiu,李鸿秋,4
000565813400001,Huang, Xinmei,黄鑫梅,1
000975043500006,Fan, Junjun,范俊俊,5
000970022100035,Du Ling,都灵,4
001668634000001,Qu, Yawei,曲雅微,6
001591900900026,Zhou, Youbin,,5
001411772300001,Wang, Xuedao,王雪道,4
001570673300001,Dong, Ruixia,董瑞霞,4
001547923100044,Wang, Lingling,王玲玲,4
001152399600003,Wang, Xuedao,王雪道,1
001009284600001,Qu, Yawei,曲雅微,4
000866588500001,Zhang, Ling-Ling,张玲玲,1
000866588500001,Chen, Peng,陈鹏,3
000866588500001,Dai, Qian,代倩,4
001081831702402,Fan, Junjun,范俊俊,4
000615171300004,Xu, Bei,许蓓,3
001229763500001,Wang, Sake,汪萨克,4
000474322400043,Huang, Donghui,黄冬辉,5
001016382300080,Ning, Kun,宁坤,2
000991920400001,Qu, Yawei,曲雅微,1
001471416000001,Du, Gaimei,杜改梅,9
000628687600001,Liu, Xiaoxi,刘晓曦,4
001601798700001,Zhang, Zhao,张曌,1
001601798700001,Zhang, Chaolong,张朝龙,6
001601798700001,Zhang, Yan,张燕,9
001601798700001,Liu, Xuming,刘旭明,10
001601798700001,Cheng, Kaixin,,11
001601798700001,Chen, Shi,陈石,12
001601798700001,Wang, Zining,,13
001660464300001,Zhang, Zhao,张曌,4
001660464300001,Shang, Zhengliang,,6
000521117700001,Li, Qianmu,,1
001491225900001,Zhang, Zhao,张曌,4
001117863200012,Chen, Xiaoyun,陈晓云,3
001530370800001,Qu, Yawei,曲雅微,9
001278149600001,Zhang, Huanshi,张焕仕,5
000625379400068,Chen, Danyan,陈丹艳,1
001632896800001,Zhang, Zhao,张曌,1
001632896800001,Zhang, Chaolong,张朝龙,6
001632896800001,Liu, Xuming,刘旭明,7
001632896800001,Cheng, Kaixin,,8
001632896800001,Chen, Shi,陈石,9
001632896800001,Zhang, Jingyang,,12
001173493300081,Zang, Xian,臧娴,6
000751968300001,Zhou, Guangyao,周光耀,1
000751968300001,Li, Jing,李静,6
001332837400001,Yun, Zengxin,云增鑫,5
000867614400020,Jiang, Yanbin,姜彦彬,1
001142539400019,Li, Jingxian,李景仙,1
001687651200001,Chen, Xiaoyun,陈晓云,3
001537774700011,Chen, Xiaoyun,陈晓云,3
001334258100002,Chen, Xiaoyun,陈晓云,3
000344828300003,Wang, X. Q.,汪晓倩,7
000957553700002,Yan, Yipu,,2
001229679300001,Zhang, Ling,张玲,6
000516086600001,Li, Hongqiu,李鸿秋,4
001493155100001,Yu, Jiaming,,3
000292919000001,Zhang, Changqing,张长青,1
001152690300001,Qu, Yawei,曲雅微,6
000973270200001,Dong, Ruixia,董瑞霞,3
001407744200002,Zhang, Huanshi,张焕仕,4
000990234200001,Chen, Junhong,陈俊红,3
000603691200001,Deng, Yaling,邓亚玲,2
000603691200001,Yang, Zhong,杨忠,8
001206844700001,Zhou, Guangyao,周光耀,4
000641147800002,Qu, Yawei,曲雅微,1
001185466600001,Zhou, Guangyao,周光耀,3
001132862800001,Ning, Kun,宁坤,3
000536081200001,Fan, Junjun,范俊俊,5
001141059700001,Du, Hechao,杜贺超,7
001626820800026,Zhang, Zhao,张曌,1
001381839500011,Jin, Chenhua,金辰华,3
001303757500001,Dai, Wei,戴薇,1
000589969600019,Chen, Wenjun,陈文君,1
000898792600001,Zhou, Guangyao,周光耀,1
000898792600001,Li, Jing,李静,4
000900066300001,Chen, Xiaoyun,陈晓云,1
000736855100004,Yuan, Huili,苑惠丽,10
001686943200001,Wang, Yuanyuan,汪园园,12
001628964300001,Xu, Yu,许煜,1
000626736000001,Du, Hechao,杜贺超,3
001225751100001,Zhou, Guangyao,周光耀,3
000951869400001,Xu, Yu,许煜,1
000951869400001,Deng, Yaling,邓亚玲,6
000619402600041,Wang, Zhiling,王志凌,5
001182001900001,Qu, Yawei,曲雅微,6
000918828100001,Li, Dehao,李德浩,4
000986173500001,Dong, Ruixia,董瑞霞,1
000986173500001,Miao, Shuxing,苗淑杏,9
000542628600001,Wang, Zhao,王昭,1
000542628600001,Zhang, Xiaojuan,张小娟,2
000542628600001,Lin, Qing,林青,3
000790515300001,Hao, Lingyun,郝凌云,7
001717456300001,Zhang, Zhao,张曌,4
000955456000001,Ning, Kun,宁坤,1
001440587700001,Dong, Ruixia,董瑞霞,10
000886056600002,Deng, Yaling,邓亚玲,7
000653089300008,Chen, Danyan,陈丹艳,3
001647072800001,Tang, Yujuan,唐玉娟,1
001632079800001,Liu, Yuqi,,1
000721626900005,Hao, Lingyun,郝凌云,8
000462298600095,Wang, Sake,汪萨克,1
001282898800004,Wan, Mengqi,万梦琦,1
001180749600001,Zhang, Zhao,张曌,2
001180749600001,Zhang, Runrun,,4
001180749600001,Liu, Xin,,5
001180749600001,Zhang, Yan,张燕,14
001428215700001,Li, Xiang,李翔,5
000521736500010,Liu, Peng,刘鹏,7
000521736500010,Cao, Xudong,曹旭东,8
000521736500010,Gao, Zhongqiang,,9
000630774100028,Chen, Wenjun,陈文君,1
000961681700001,Zhou, Guangyao,周光耀,3
000712977800001,Ning, Kun,宁坤,2
001648258400001,Liu, Chuanmin,,6
000923365300001,Li, Dehao,李德浩,4
000919291500001,Du, Ling,都灵,2
001390330200001,Xu, Bei,许蓓,7
000814279700028,Li, Yuping,李玉萍,1
000901231500003,Zhou, Guangyao,周光耀,2
001535425600001,Guo, Hongtao,郭洪涛,15
000790436700004,Liu, Ya,刘娅,6
000964539400009,Fan, Junjun,范俊俊,1
000964539400009,Cheng, Mi,,3
000964539400009,Zhou, Lu,周璐,6
000633351000001,Xu, Bei,许蓓,1
001344604500001,Tian, Jin,田锦,7
000668206100021,Xu, Bei,许蓓,3
001609157300001,Wu, Kaili,吴凯丽,4
000695118600001,Li, Yuping,李玉萍,1
001144015500005,Zhao, Haifeng,赵海峰,4
000836425700001,Deng, Yaling,邓亚玲,5
000876091000001,Chen, Wenjun,陈文君,1
000876091000001,Xu, Bei,许蓓,6
000876091000001,Su, Hui,苏慧,8
000876091000001,Liu, Lei,刘磊,10
000876091000001,Yuan, Huili,苑惠丽,11
001710458900011,Tang, Chao,唐朝,1
001531026100002,Tang, Shu,汤澍,1
001531026100002,Li, Qingpu,,2
001531026100002,Xu, Zilin,徐子琳,3
001531026100002,Feng, Nianhua,冯年华,4
001132823000001,Zhou, Ziheng,周子恒,1
001132823000001,Zhang, Chaolong,张朝龙,2
001064822400001,Chen, Hui,陈晖,1
001064822400001,Guo, Yunhao,,2
001064822400001,Chen, Xiu,,3
001064822400001,Liu, Teng,,4
001064822400001,Zhang, Yuheng,,5
001064822400001,Chen, Wenjun,陈文君,6
001064822400001,Feng, Meiqin,冯美琴,7
000371069000001,Ye, Yuanfeng,叶原丰,1
000371069000001,Hu, Xiaohong,胡小红,2
001464923200001,Wang, Yuanyuan,汪园园,1
001464923200001,Jia, Shijun,,2
001464923200001,Ding, Shiqiang,,3
001464923200001,Zhang, Wenyan,张文妍,4
001464923200001,Shu, Rui,,5
001464923200001,Hu, Yingfei,胡颖飞,6
001543191300004,Niu, Ruikun,牛瑞坤,1
001543191300004,Meng, Yanni,孟妍妮,2
001543191300004,Wang, Haiqiao,王海巧,3
000746047300001,Zhang, Wenyan,张文妍,1
000746047300001,Guan, Hangmin,管航敏,2
000746047300001,Hu, Yingfei,胡颖飞,3
000746047300001,Wang, Wei,汪玮,4
000746047300001,Hao, Linyun,郝凌云,5
000746047300001,Yang, Xiaoli,杨晓莉,6
000746047300001,Tian, Wenjie,田文杰,7
000719735400002,Wu, Qiuling,吴秋玲,1
000719735400002,Qu, Aiyan,曲爱妍,2
000719735400002,Huang, Dandan,黄丹丹,3
000719735400002,Ma, Lejun,马乐军,4
000503226400005,Chen, Xiaoyu,陈晓玉,1
000503226400005,Zhu, Jie,朱杰,2
000458414200001,Ye, Yuanfeng,叶原丰,1
000458414200001,Mao, Xincheng,,2
000458414200001,Xu, Jialing,,3
000458414200001,Kong, Jingyang,,4
000458414200001,Hu, Xiaohong,胡小红,5
000411274500001,wang, Kun-Yan,王昆彦,1
000411274500001,Yang, Xiao-Li,杨晓莉,2
000391867400021,Wang, Kun-Yan,王昆彦,1
000391867400021,Yang, Xiao-Li,杨晓莉,2
000863446300006,Wang, Ke,王柯,1
000863446300006,Kuang, Caiyuan,匡才远,2
000687048700006,Zhao, Yuan,赵媛,1
000687048700006,Zhang, Mengqi,张梦琪,2
000687048700006,Wang, Wei,汪玮,3
000687048700006,Song, Wenli,宋文利,4
000687048700006,Jiang, Kanrui,,5
000687048700006,Zhang, Xiaojuan,张小娟,6
000441556900001,Wang, Xin,王昕,1
000441556900001,Chen, Pin,,2
000441556900001,Hu, Xiaohong,胡小红,3
001358922100001,Xiong, Juanjuan,熊娟娟,1
001358922100001,Xie, Li,谢丽,2
001358922100001,Huang, Yiran,,3
001358922100001,Zhu, Jiahui,,4
001358922100001,Hong, Zhiyan,,5
001358922100001,Qian, Haoyun,,6
001358922100001,Liu, Jingjing,刘晶晶,7
001347760300012,Yang, Li,杨丽,1
001347760300012,Wei, Haoyu,,2
001347760300012,Hu, Guobing,胡国兵,3
001347760300012,Zhu, Wenqing,,4
001150526800096,Bu, Le,,1
001150526800096,Hu, Caiping,胡彩平,2
001150526800096,Zhang, Xiuliang,张秀良,3
000933496400002,Zhang, Xiaomin,张小敏,1
000691195200008,Zhang, Wenyan,张文妍,1
000691195200008,Kuang, Caiyuan,匡才远,2
000691195200008,Chen, Xiaoyu,陈晓玉,3
000691195200008,Yang, Xiaoli,杨晓莉,4
000691195200008,Guan, Hangmin,管航敏,5
000739672800059,He, Yan,何燕,1
000739672800059,Hu, Linfeng,胡林凤,2
000573815400020,Pang, Juan,庞娟,1
000573815400020,Mao, Xincheng,,2
000573815400020,Xu, Jialin,,3
000573815400020,Zhao, Xiang,,4
000573815400020,Kong, Jingyang,,5
000573815400020,Hu, Xiaohong,胡小红,6
000287216300010,Feng, Zhi-Qiang,冯志强,1
000287216300010,Yang, Xiao-Li,杨晓莉,2
000287216300010,Ye, Yuan-Feng,叶原丰,3
000287216300010,Wang, Huai-Qing,王淮庆,4
000287216300010,Dong, Tao,,5
001711098700013,Feng, Lei,封磊,1
001711098700013,Bian, Mingzhu,,2
001711098700013,Zhu, Jun,朱俊,3
001665489400001,Li, Wenfeng,李文锋,1
001665489400001,Zhang, Yucheng,,2
000834968400001,Liu, Z.,刘震,1
000834968400001,Wang, R. X.,王瑞雪,2
000744120000024,Chen, Weina,陈维娜,1
000744120000024,Yang, Zhong,杨忠,2
000744120000024,Gu, Shanshan,顾姗姗,3
000744120000024,Wang, Yizhi,王逸之,4
000744120000024,Tang, Yujuan,唐玉娟,5
000691691900012,Hu, Yuqing,胡宇清,1
000672241000002,Liu, Jing,刘静,1
000672241000002,Su, Shoubao,苏守宝,2
000672241000002,Lu, Yuhua,陆雨花,3
000672241000002,Dong, Jun,董军,4
000510638200001,Yang, Weimin,杨玮民,1
000510638200001,Zhu, Baixin,,2
000510638200001,Hou, Yinghao,,3
000510638200001,Yang, Xiaoli,杨晓莉,4
000510638200001,Pang, Juan,庞娟,5
000495970300008,Chen, Xiaoyun,陈晓云,1
000459302600017,Hu Guobing,胡国兵,1
000459302600017,Zhao Pinjiao,赵嫔姣,2
000459302600017,Chen Zhengyu,陈正宇,3
000459302600017,Luo Ronghua,罗荣华,4
000378590900029,Wang, Kun-Yan,王昆彦,1
000378590900029,Yang, Xiao-Li,杨晓莉,2
001638776000008,Meng, Qi,孟起,1
001638776000008,Wen, Xingyu,,2
001638776000008,Shen, Beier,,3
000985716800001,Hu, Xiaohong,胡小红,1
000985716800001,Jin, Weiwei,,2
000985716800001,Zhang, Haitao,张海涛,3
000985716800001,Qing, Qinyu,,4
000985716800001,Pang, Juan,庞娟,5
000861229100001,Xu, Yonghua,徐永华,1
000838347000001,Xu, Rui,许锐,1
000840746100001,Cheng, Renxiang,程任翔,1
000751820500006,Wu, Zhongming,吴钟鸣,1
000751820500006,Zhu, Mufangzhou,,2
000751820500006,Guo, Yu,郭语,3
000751820500006,Sun, Li,孙丽,4
000751820500006,Gu, Yuchen,,5
000563480200001,Chen, Pin,,1
000563480200001,Kong, Jingyang,,2
000563480200001,Wang, Xin,王昕,3
000563480200001,Ma, Weiye,,4
000563480200001,Yang, Xia,,5
000563480200001,Qin, Yuqing,,6
000563480200001,Hu, Xiaohong,胡小红,7
000516823700055,Tian, Xiaomin,田小敏,1
000516823700055,Yang, Zhong,杨忠,2
000524666400007,Yu, Zhenzhong,余振中,1
000524666400007,Yang, Zhong,杨忠,2
000524666400007,Zhang, Yan,张燕,3
000524666400007,Hu, Xingliu,胡兴柳,4
000524666400007,Wang, Yizhi,王逸之,5
000405331500052,Wang, Kun-Yan,王昆彦,1
000405331500052,Yang, Xiao-Li,杨晓莉,2
000285090900008,Feng, Zhi-Qiang,冯志强,1
000285090900008,Yang, Xiao-Li,杨晓莉,2
000285090900008,Ye, Yuan-Feng,叶原丰,3
000285090900008,Dong, Tao,,4
000285090900008,Wang, Huai-Qing,王淮庆,5
001668334200001,Zhang, Wenyan,张文妍,1
001668334200001,Jiang, Chaoqun,,2
001668334200001,Zhang, Ling,张玲,3
001668334200001,Wang, Tianhua,,4
001668334200001,Hao, Lingyun,郝凌云,5
001401773400055,Ge, Weidong,葛维东,1
001028029000022,Jin, Yaqin,金雅琴,1
001028029000022,Shi, Ying,史莹,2
001028029000022,Chang, Junli,常俊丽,3
001028029000022,Zhang, Qian,张谦,4
000697300600002,Yi, Chuanjun,裔传俊,1
000448568100039,Yang, Xiaoli,杨晓莉,1
000448568100039,Liu, Yejing,,2
000448568100039,Li, Jiaheng,,3
000448568100039,Wang, Qi,,4
000448568100039,Yang, Ming,杨明,5
000448568100039,Li, Cong,,6
001570480100007,Xu, Haiyan,徐海燕,1
001325900200011,Li, Dapeng,李大鹏,1
001325900200011,Guo, Jing,郭婧,2
000975393400001,Zhang, Xiaomin,张小敏,1
000905312300009,Jin, Yaqin,金雅琴,1
000905312300009,Chang, Junli,常俊丽,2
000905312300009,Shi, Ying,史莹,3
000905312300009,Zhang, Qian,张谦,4
000905312300009,Xia, Chongli,,5
000422646100015,Wang, Z.,王昭,1
000340232400007,Shao, F.,邵斐,1
000340232400007,Cheng, B.,,2
001726615200001,Ye, Jing,叶晶,1
001726615200001,Kuang, Caiyuan,匡才远,2
001644540300001,Wang, Wei,汪玮,1
001644540300001,Liang, Fucheng,,2
001644540300001,Wang, Jiawen,,3
001644540300001,Guo, Yifan,,4
001644540300001,Qu, Ruiyang,,5
001644540300001,Zhou, Shuya,,6
001644540300001,Qiu, Yifan,,7
001644540300001,Sun, Luanhong,孙孪鸿,8
001360966400001,Liu, Xiao-meng,刘小萌,1
001157385200071,Wang, Wenhong,王文红,1
001157385200071,Zhou, Guohai,周国海,2
000896146000001,Liu, Li,刘丽,1
000896146000001,Gu, Tingting,顾婷婷,2
000896146000001,Wang, Hao,汪浩,3
000793249700001,Wang, Haiqiao,王海巧,1
000793249700001,Niu, Ruikun,牛瑞坤,2
000450597900104,Zhu, Yong,朱勇,1
000418469300022,Wei, Pengfei,韦鹏飞,1
000418469300022,Yang, Xiao-Li,杨晓莉,2
000418469300022,Wang, Kun-Yan,王昆彦,3
000391862800078,Yang, Xiao-Li,杨晓莉,1
000391862800078,Wang, Kun-Yan,王昆彦,2
001662831900001,Zhang, Hui,张慧,1
001350270600036,Yang, Lechan,杨乐婵,1
001350270600036,Li, Li,李莉,2
001350270600036,Ma, Shouming,马守明,3
001036533300001,Wang, Yuanyuan,汪园园,1
001036533300001,Zhu, Yaoxian,,2
001036533300001,Guan, Hangmin,管航敏,3
001036533300001,Hu, Yingfei,胡颖飞,4
001036533300001,Zhao, Yijie,赵毅杰,5
001036533300001,Zhang, Wenyan,张文妍,6
001036533300001,Gong, Yancheng,,7
000797642000001,Wu, Zhongming,吴钟鸣,1
000797642000001,Wang, Lanxin,,2
000797642000001,Lu, Junfeng,卢军锋,3
000797642000001,Sun, Li,孙丽,4
000460121900034,Feng, Zhiqiang,冯志强,1
000460121900034,Liu, Yujie,,2
000460121900034,He, Yuxuan,,3
000460121900034,Sha, Wenjing,,4
000460121900034,Tang, Jie,,5
000351129500007,Chen, P.,陈鹏,1
000351129500007,Wang, X.,汪新,2
000351129500007,Pang, J.,庞娟,3
000351129500007,Dong, Y.,董赟,4
000351129500007,Ma, X.,,5
000351129500007,Hu, X.,,6
001627750200002,Hu, Yingfei,胡颖飞,1
001627750200002,Xue, Yang,,2
001627750200002,Huang, Zhen,,3
001627750200002,Wang, Yuanyuan,汪园园,4
001627750200002,Zhang, Wenyan,张文妍,5
001627750200002,Guan, Hangmin,管航敏,6
001627750200002,Li, Junlin,李俊琳,7
001627750200002,Ye, Yuanfeng,叶原丰,8
001153667500001,Zhang, Bo,张波,1
001153667500001,Shi, Huiping,施慧平,2
001153667500001,Wang, Xinyu,,3
000886037600001,Liu, Liu,,1
000886037600001,Zhao, Yijie,赵毅杰,2
000886037600001,Zhi, Guowei,,3
000886037600001,Cao, Lihui,,4
000886037600001,Wang, Wei,汪玮,5
000886037600001,Sun, Luanhong,孙孪鸿,6
000886037600001,Che, Yuxuan,,7
000753296500024,Wang, Wenhong,王文红,1
000715628700004,Zhang, Wenyan,张文妍,1
000715628700004,Guan, Hangmin,管航敏,2
000715628700004,Kuang, Caiyuan,匡才远,3
000715628700004,Wang, Wei,汪玮,4
000715628700004,Hu, Yingfei,胡颖飞,5
000715628700004,Yang, Xiaoli,杨晓莉,6
000697484500009,Zhu, Jun,朱俊,1
000697484500009,Feng, Lei,封磊,2
000697484500009,Mo, Xiaohui,莫晓晖,3
000405331500049,Wang, Kun-Yan,王昆彦,1
000405331500049,Yang, Xiao-Li,杨晓莉,2
000330821400003,Luo, Yu-Wei,罗羽洧,1
000330821400003,Xie, Wei-Hua,,2
001674097700009,Chen, Peng,陈鹏,1
001674097700009,Xia, Binghui,,2
001674097700009,Tang, Lingzhe,,3
001674097700009,Ge, Yongqi,,4
001674097700009,Qi, Zhengqing,祁正青,5
001674097700009,Yang, Huizhen,杨慧珍,6
001315658900139,Chen, Jia,,1
001222250600001,Wang, Yue,,1
001222250600001,Ban, Qiuyan,班秋妍,2
001222250600001,Liu, Tongjin,刘同金,3
001222250600001,Zhou, Lu,周璐,4
001222250600001,Wu, Yutong,,5
001222250600001,Cui, Qunxiang,崔群香,6
001380518500010,Hua, Hui,花卉,1
001380518500010,Chen, Jiahong,陈家红,2
001204924000001,Qi, Dandan,齐丹丹,1
001204924000001,Gu, Ruijun,谷瑞军,2
000862749900004,Zhang, Wenyan,张文妍,1
000862749900004,Guan, Hangmin,管航敏,2
000862749900004,Hu, Yingfei,胡颖飞,3
000862749900004,Wang, Wei,汪玮,4
000862749900004,Hao, Linyun,郝凌云,5
000862749900004,Yang, Xiaoli,杨晓莉,6
000862749900004,Tian, Wenjie,田文杰,7
000793558000013,Li, Wenfeng,李文锋,1
000691088800005,Zheng, Qinghua,郑庆华,1
000336476600006,Luo, Yuwei,罗羽洧,1
000336476600006,Zai, Xueming,宰学明,2
000336476600006,Xie, Weihua,,3
000336476600006,Hao, Zhenping,郝振萍,4
000336476600006,Jin, Xiaoxiao,金潇潇,5
000336476600006,Wang, Yun,王耘,6
001339991400130,Xu, Bingjie,徐冰洁,1
000888345600001,Huang, Yong,黄勇,1
000888345600001,Yu, Jiahao,,2
000888345600001,Kong, Yu,,3
000888345600001,Wang, Xiaoqiu,王晓秋,4
000617992500007,Zhang, Wenyan,张文妍,1
000617992500007,Wang, Wei,汪玮,2
000617992500007,Hu, Yingfei,胡颖飞,3
000617992500007,Guan, Hangmin,管航敏,4
000617992500007,Yang, Xiaoli,杨晓莉,5
000617992500007,Hao, Lingyun,郝凌云,6
000344714300004,Chen, P.,陈鹏,1
000344714300004,Wang, X.,汪新,2
000344714300004,Wang, G. Y.,,3
000344714300004,Duo, Y. R.,,4
000344714300004,Zhang, X. Y.,张芯苑,5
000344714300004,Hu, X. H.,胡小红,6
000344714300004,Zhang, X. J.,张小娟,7
001652312200001,Zhang, Wenyan,张文妍,1
001652312200001,Jiang, Chaoqun,,2
001652312200001,Zhang, Ling,张玲,3
001652312200001,Wang, Tianhua,,4
001652312200001,Wang, Ting,王婷,5
001652312200001,Guan, Hangmin,管航敏,6
001652312200001,Tian, Wenjie,田文杰,7
001652312200001,Hao, Lingyun,郝凌云,8
001635429200001,Liu, Tongjin,刘同金,1
001635429200001,Xu, Yangyang,,2
001635429200001,Cui, Qunxiang,崔群香,3
001635429200001,Zhou, Lu,周璐,4
001635429200001,Wang, Changyi,王长义,5
001635429200001,Ban, Qiuyan,班秋妍,6
001398365400061,Zhang, Hangchuan,,1
001398365400061,Hu, Caiping,胡彩平,2
001398365400061,Min, Shiyu,,3
001398365400061,Sui, Hui,,4
001398365400061,Zhou, Guola,,5
001326840000015,Wang, Haoli,王昊利,1
000830830000154,Chan, Haopeng,产昊鹏,1
000830830000154,Xu, Bin,徐斌,2
000830830000154,Li, Yong,李勇,3
000702874700003,Zhu, M.,朱敏,1
000702874700003,Huo, F. F.,霍飞飞,2
000702874700003,Niu, B.,牛犇,3
000417470500036,Liu, Y.,刘琰,1
000417470500036,Cheng, B. H.,程炳华,2
000417470500036,Zhao, W.,赵玮,3
000355451400001,Chen, Pin,,1
000355451400001,Wang, Xin,王昕,2
000355451400001,Dong, Yan,,3
000355451400001,Hu, Xiaohong,胡小红,4
001701575900001,Wang, Shunyao,王顺尧,1
001385962500001,Ban, Qiuyan,班秋妍,1
001385962500001,Zhang, Jiangdongchen,,2
001385962500001,Zhao, Zaixian,,3
001385962500001,Yu, Xingyue,,4
001260626700011,Gu, Y.,谷虤,1
001260626700011,Xia, S.,,2
001260626700011,Chen, H.,陈欢,3
001260626700011,Liao, W.,,4
001260626700011,Deng, K.,邓宽,5
001260626700011,Bian, G.,,6
000915494200001,Hu, Guobing,胡国兵,1
000915494200001,Chen, Zhengyu,陈正宇,2
000915494200001,Zhao, Pinjiao,赵嫔姣,3
000915494200001,Yang, Li,杨丽,4
000852895100016,Xu, Jing,徐晶,1
000635948000001,Yao, Hongliang,姚宏亮,1
000635948000001,Yang, Jiani,,2
000635948000001,Zhan, Jiajia,,3
000635948000001,Lu, Qu,,4
000635948000001,Su, Min,苏敏,5
000635948000001,Jiang, Yaojiong,,6
000495909000001,Zhang, Xiao Min,张小敏,1
000495909000001,Yang, Xiao Li,杨晓莉,2
000495909000001,Wang, Kun Yan,王昆彦,3
001509259600001,Sun, Luanhong,孙孪鸿,1
001509259600001,Hua, Hao,,2
001509259600001,Wang, Wei,汪玮,3
001509259600001,Lin, Qing,林青,4
001509259600001,Zeng, Hao,曾好,5
001509259600001,Ye, Yuanfeng,叶原丰,6
001294141700002,Li, Dapeng,李大鹏,1
000736148300002,Chen, Xiaoyu,陈晓玉,1
000736148300002,Hong, Lin,,2
000613300300003,Shao, Fei,邵斐,1
000613300300003,Zhao, Wei,赵炜,2
000613300300003,Cheng, Binghua,程炳华,3
000516791200001,Feng, Lei,封磊,1
000516791200001,Zhu, Jun,朱俊,2
000516791200001,Huang, Lili,黄丽丽,3
000451598900384,Zhao, Wei,赵炜,1
000451598900384,Shao, Fei,邵斐,2
000451598900384,Ye, Song,叶崧,3
000451598900384,Zheng, Wei,郑玮,4
000360484800001,Zhao Wei,赵炜,1
000360484800001,Yan Xiaoyong,严筱永,2
000360484800001,Shao Fei,邵斐,3
000360484800001,Tian Xianghong,田祥宏,4
000360484800001,Cheng Binghua,程炳华,5
001618606000002,Tongjin, Liu,刘同金,1
001618606000002,Qunxiang, Cui,崔群香,2
001618606000002,Changyi, Wang,王长义,3
001618606000002,Qiuyan, Ban,班秋妍,4
000976417900001,Cheng, Juan,程娟,1
000855063000006,Mu, Yang,沐阳,1
000654702600001,Chen, Xiaoyun,陈晓云,1
000493686300005,Yang, Xiaoli,杨晓莉,1
000493686300005,Wang, Kunyan,王昆彦,2
000493686300005,Yan, Lei,,3
000493686300005,Yu, QiNing,,4
000493686300005,Xia, Hongxia,,5
000493686300005,Liu, Yanbo,,6
000493686300005,Yan, Chengjun,,7
000411768600065,Yang, Xiaoli,杨晓莉,1
000411768600065,Zhang, Wenyan,张文妍,2
000411768600065,Yi, Zihan,,3
000411768600065,Xu, Hao,,4
000411768600065,Wei, Jun,,5
000411768600065,Hao, Lingyun,郝凌云,6
000393681900204,Shao, F.,邵斐,1
000393681900204,Chang, Z. N.,常子楠,2
001581142500001,Fang, Xuming,方旭明,1
001581142500001,Ji, Zuqin,吉祖勤,2
001514911300001,Zhu, Jun,朱俊,1
001514911300001,Xu, Jiwei,,2
001514911300001,Feng, Lei,封磊,3
001514911300001,Zhang, Hao,张昊,4
001484515900001,Zhang, Bo,张波,1
001484515900001,Shi, Huiping,施慧平,2
001484515900001,Wang, Chunmeng,王春萌,3
001484515900001,Gu, Mengjiao,,4
000906798100009,Chen, Xiaoyu,陈晓玉,1
000906798100009,Mao, Zhen,,2
000827518400006,Zhang, Wenyan,张文妍,1
000827518400006,Guan, Hangmin,管航敏,2
000827518400006,Hu, Yingfei,胡颖飞,3
000827518400006,Wang, Wei,汪玮,4
000827518400006,Yang, Xiaoli,杨晓莉,5
000827518400006,Kuang, Caiyuan,匡才远,6
000711456300003,Li, Junlin,李俊琳,1
000711456300003,Li, Xiangfei,,2
000711456300003,Liang, Dong,梁栋,3
000711456300003,Zhang, Xiaojuan,张小娟,4
000711456300003,Lin, Qing,林青,5
000711456300003,Hao, Lingyun,郝凌云,6
000464870300008,Chen, Xiaoyu,陈晓玉,1
000464870300008,Chen, Chen,陈晨,2
000464870300008,Zhu, Jie,朱杰,3
000426593800033,Wang, Kun-Yan,王昆彦,1
000426593800033,Wei, Pengfei,韦鹏飞,2
000426593800033,Yang, Xiao-Li,杨晓莉,3
000287216300047,Feng, Zhi-Qiang,冯志强,1
000287216300047,Yang, Xiao-Li,杨晓莉,2
000287216300047,Ye, Yuan-Feng,叶原丰,3
000287216300047,Wang, Huai-Qing,王淮庆,4
000287216300047,Hao, Ling-Yun,郝凌云,5
000307633400033,Hu, Xiaohong,胡小红,1
000307633400033,Hao, Lingyun,郝凌云,2
000307633400033,Wang, Huaiqing,王淮庆,3
000307633400033,Yang, Xiaoli,杨晓莉,4
000307633400033,Zhang, Guojun,,5
000307633400033,Wang, Guoyu,,6
000307633400033,Zhang, Xiao,,7
001706796800001,Zhang, Wenyan,张文妍,1
001706796800001,Jiang, Chaoqun,,2
001706796800001,Wang, Yihan,,3
001706796800001,Tao, Weidong,,4
001706796800001,Wang, Ting,王婷,5
001706796800001,Guan, Hangmin,管航敏,6
001706796800001,Tian, Wenjie,田文杰,7
001706796800001,Hao, Lingyun,郝凌云,8
001050717900001,Zhang, Xiaomin,张小敏,1
001050717900001,Pang, Juan,庞娟,2
000943022700001,Sun, Luanhong,孙孪鸿,1
000943022700001,Ye, Yuanfeng,叶原丰,2
000943022700001,Hao, Lingyun,郝凌云,3
000943022700001,Wang, Wei,汪玮,4
000943022700001,Guan, Hangmin,管航敏,5
000943022700001,Tang, Zhengxia,唐正霞,6
000943022700001,Zhao, Yijie,赵毅杰,7
000926953000001,Zhang, Xiaomin,张小敏,1
000948922600016,Yang, Li,杨丽,1
000948922600016,Hu, Guobing,胡国兵,2
