UT,英文姓名,中文姓名,作者顺序
000948922600016,Xu, Xiaoyang,徐小阳,3
000948922600016,Zhao, Pinjiao,赵嫔姣,4
000883684800001,Shen, L. B.,沈令斌,1
000883684800001,Tian, L. P.,田丽萍,2
000783672900094,Du, Yang,杜杨,1
000516250600001,Zhao, Pinjiao,赵嫔姣,1
000516250600001,Hu, Guobing,胡国兵,2
000516250600001,Zhou, Hongcheng,周洪成,3
000436966800001,Pang, Juan,庞娟,1
000436966800001,Gao, Ziyu,,2
000436966800001,Zhang, Long,,3
000436966800001,Wang, Huiming,,4
000436966800001,Hu, Xiaohong,胡小红,5
000434177500001,Wang, Xin,王昕,1
000434177500001,Gao, Ziyu,,2
000434177500001,Zhang, Long,,3
000434177500001,Wang, Huiming,,4
000434177500001,Hu, Xiaohong,胡小红,5
000343780800008,Luo, Yuwei,罗羽洧,1
000343780800008,Li, Jing,李静,2
000343780800008,Xu, Chuanxiu,许传秀,3
000343780800008,Hao, Zhenping,郝振萍,4
000343780800008,Jin, Xiaoxiao,金潇潇,5
000343780800008,Wang, Qian,王茜,6
001511670300001,Qin, Runhua,秦润华,1
001511670300001,Li, Jiawen,,2
001511670300001,Zhou, Jibin,,3
001511670300001,Zhu, Lei,朱蕾,4
001511670300001,Wei, Siyu,,5
000859574700010,Shen, L. B.,沈令斌,1
000859574700010,Jiang, Y. X.,,2
000859574700010,Tian, L. P.,田丽萍,3
000859574700010,Chen, M. Q.,,4
000465090800148,Su, Shoubao,苏守宝,1
000465090800148,Wang, Chishe,王池社,2
000465090800148,Ding, Kaimeng,丁凯孟,3
000443665800039,Pan Yongdong,潘永东,1
000437332700049,Yang, Xiao-Li,杨晓莉,1
000437332700049,Qian, Xu,,2
000437332700049,Cao, Rui,,3
000437332700049,Xu, Hao,,4
000437332700049,Wang, Qi,,5
000329658700001,Shao, Fei,邵斐,1
001554066300001,Zhou, Ziheng,周子恒,1
001554066300001,Zhang, Chaolong,张朝龙,2
001554066300001,Chen, Shi,陈石,3
001453187200015,Li, Huai Yuan,李怀远,1
001453187200015,Ming Gui, Wen,,2
001453187200015,Jun Chen, Wen,,3
001453187200015,Bin Gong, Ru,,4
001169979300001,Dai, Xinyi,戴欣佚,1
001222175100006,Niu, Ruikun,牛瑞坤,1
001222175100006,Wang, Huantao,,2
001222175100006,Wu, Zhongming,吴钟鸣,3
001222175100006,Sun, Li,孙丽,4
001038585000001,Liu, Tongjin,刘同金,1
001038585000001,Cui, Qunxiang,崔群香,2
001038585000001,Ban, Qiuyan,班秋妍,3
001038585000001,Zhou, Lu,周璐,4
001038585000001,Yuan, Yinghui,袁颖辉,5
001038585000001,Zhang, Aihui,张爱慧,6
001038585000001,Wang, Qian,王茜,7
001038585000001,Wang, Changyi,王长义,8
000838284900001,Hu, Yingfei,胡颖飞,1
000838284900001,Hu, Qingyuan,,2
000838284900001,Zhong, Qian,,3
000838284900001,Guan, Hangmin,管航敏,4
000838284900001,Hao, Lingyun,郝凌云,5
000838284900001,Wang, Yuanyuan,汪园园,6
000838284900001,Zhang, Wenyan,张文妍,7
000838284900001,Du, Hongxiu,杜洪秀,8
000838284900001,Tian, Wenjie,田文杰,9
000756422800026,Wang, Wenhong,王文红,1
000734872200002,Li, Xing,李星,1
000734872200002,Yang, Ting,杨婷,2
000632043700008,Zhu, Min,朱敏,1
000446601500053,Hu, Yong,胡勇,1
000286551900005,Su, Yueju,苏月菊,1
000284831000198,Feng, Zhi-Qiang,冯志强,1
000284831000198,Yang, Xiao-Li,杨晓莉,2
000284831000198,Ye, Yuan-Feng,叶原丰,3
000284831000198,Dong, Tao,,4
001360845400046,Li, Enkang,李恩康,1
001360845400046,Liu, Zhifeng,刘志峰,2
001360845400046,Ma, Yingyi,马颖忆,3
001360845400046,Zhong, Wen,钟雯,4
001360845400046,Zhang, Ruoyan,张若琰,5
001141037400009,Lin, Qing,林青,1
001141037400009,Xia, Shuyi,,2
001141037400009,Shi, Zhengqiang,,3
001141037400009,Hua, Bingxin,,4
001141037400009,Lin, Yanhong,,5
001141037400009,Zhang, Huanbin,,6
001141037400009,Liang, Dong,梁栋,7
001141037400009,Wang, Zhao,王昭,8
001141037400009,Zhang, Xiaojuan,张小娟,9
001036751700001,Cheng, Yuan,程远,1
001036751700001,Liu, Yanan,柳亚男,2
001036751700001,Zhang, Zheng,张正,3
001036751700001,Li, Yanxiu,,4
000860456300001,Fang, Xuming,方旭明,1
000860456300001,Huang, Dandan,黄丹丹,2
000830830000497,Chen, Yali,陈亚丽,1
000603348300013,Zhang, Wenyan,张文妍,1
000603348300013,Kuang, Caiyuan,匡才远,2
000603348300013,Chen, Xiaoyu,陈晓玉,3
000528582700612,Tao, Aiping,陶爱萍,1
000384225800016,Yu, Zhen-Zhong,余振中,1
000384225800016,Zhao, Guo-Shu,赵国树,2
000384225800016,Sun, Gang,孙罡,3
000384225800016,Si, Hai-Fei,司海飞,4
000384225800016,Yang, Zhong,杨忠,5
001523065300033,Liu, Xiaomeng,刘小萌,1
001523065300033,Wang, Lei,王蕾,2
001417222900011,Fan, Li,范丽,1
001052912500001,Sun, Luanhong,孙孪鸿,1
001052912500001,Sun, Yuhao,,2
001052912500001,Hao, Lingyun,郝凌云,3
001052912500001,Lin, Qing,林青,4
001052912500001,Wang, Wei,汪玮,5
001052912500001,Zhao, Yijie,赵毅杰,6
001052912500001,Guan, Hangmin,管航敏,7
001052912500001,Ye, Yuanfeng,叶原丰,8
000893545800001,Jiang, Danni,蒋丹妮,1
000851935800001,Liu, Li,刘丽,1
000851935800001,Ding, Tao,丁涛,2
000851935800001,Wang, Hao,汪浩,3
000709120200056,Li, Feng,李凤,1
000543720600239,Kuang, Caiyuan,匡才远,1
000541790200001,Pang, Juan,庞娟,1
000541790200001,Kong, Jingyang,,2
000541790200001,Xu, Jialing,,3
000541790200001,Mao, Xincheng,,4
000541790200001,Hu, Xiaohong,胡小红,5
000394071200009,Luo, Yu-Wei,罗羽洧,2
000285090900044,Feng, Zhi-Qiang,冯志强,1
000285090900044,Ye, Yuan-Feng,叶原丰,2
000285090900044,Yang, Xiao-Li,杨晓莉,3
000285090900044,Dong, Tao,,4
000285090900044,Wang, Huai-Qing,王淮庆,5
001416861900001,Niu, R. K.,牛瑞坤,1
001416861900001,Wang, H. T.,,2
001304083800001,Chen, Jiyun,陈吉韵,1
000825318400015,Zhao, Yi,,1
000862250000006,Hu, Yingfei,胡颖飞,1
000862250000006,Li, Quan,,2
000862250000006,Hao, Lingyun,郝凌云,3
000862250000006,Guan, Hangmin,管航敏,4
000862250000006,Wang, Yuanyuan,汪园园,5
000862250000006,Zhang, Wenyan,张文妍,6
000862250000006,Du, Hongxiu,杜洪秀,7
000862250000006,Tian, Wenjie,田文杰,8
000862250000006,Hu, Qingyuan,,9
000783672900430,Tu, Yuan,涂远,1
000684807800001,Ban, Qiuyan,班秋妍,1
000684807800001,Liu, Tongjin,刘同金,2
000684807800001,Ning, Kun,宁坤,3
000684807800001,Fan, Junjun,范俊俊,4
000684807800001,Cui, Qunxiang,崔群香,5
000684807800001,Guo, Yanle,郭延乐,6
000684807800001,Zai, Xueming,宰学明,7
000476535100019,Zhang, Xiao Min,张小敏,1
000476535100019,Yang, Xiao Li,杨晓莉,2
000476535100019,Wang, Kun Yan,王昆彦,3
000464942600011,Hu, Guobing,胡国兵,1
000464942600011,Zhao, Pinjiao,赵嫔姣,2
000368959300003,Ye Quanyi,叶全意,1
000368959300003,Xu Zhiguo,徐志国,2
000368959300003,Yang Juan,杨娟,3
001143738500001,Sun, Luanhong,孙孪鸿,1
001143738500001,Chen, Chunyang,,2
001143738500001,Hao, Lingyun,郝凌云,3
001143738500001,Wang, Wei,汪玮,4
001143738500001,Zhao, Yijie,赵毅杰,5
001143738500001,Ye, Yuanfeng,叶原丰,6
000887145000007,Zhou, Liying,周黎英,1
000887145000007,Ju, Quanyong,鞠全勇,2
000887145000007,Wang, Qingyan,王庆燕,3
000887145000007,Miao, Tianyin,苗田银,4
000874294000002,Wang, Yuanyuan,汪园园,1
000874294000002,Du, Lang,,2
000874294000002,Guan, Hangmin,管航敏,3
000874294000002,Hao, Lingyun,郝凌云,4
000874294000002,Hu, Yingfei,胡颖飞,5
000874294000002,Du, Hongxiu,杜洪秀,6
000867683000004,Guan, Hangmin,管航敏,1
000867683000004,Hu, Yingfei,胡颖飞,2
000867683000004,Hao, Lingyun,郝凌云,3
000867683000004,Hu, Qingyuan,,4
000867683000004,Wang, Yuanyuan,汪园园,5
000867683000004,Zhao, Yijie,赵毅杰,6
000744517600002,Li, J. E.,李金娥,1
000517591700002,Chen, Pin,,1
000517591700002,Wang, Xin,王昕,2
000517591700002,Kong, Jingyang,,3
000517591700002,Hu, Xiaohong,胡小红,4
000386831500001,Yang, Xiaoli,杨晓莉,1
000386831500001,Huang, Limin,,2
000386831500001,Zhou, Lihua,,3
000386831500001,Xu, Hao,,4
000386831500001,Yi, Zihan,,5
000348121600025,Yang, Zhong,杨忠,1
000348121600025,Sun, Gang,孙罡,2
000348121600025,Si, Haifei,司海飞,3
000335096600027,Feng, Zhi-Qiang,冯志强,1
000335096600027,Yang, Xiao-Li,杨晓莉,2
000335096600027,Ye, Yuan-Feng,叶原丰,3
000335096600027,Hao, Lin-Yun,郝凌云,4
001600088200023,Li, Wenfeng,李文锋,1
001235046100001,Wang, Yuanyuan,汪园园,1
001235046100001,Gong, Yancheng,,2
001235046100001,Ma, Zhanlin,,3
001235046100001,Hu, Yingfei,胡颖飞,4
001235046100001,Guan, Hangmin,管航敏,5
001235046100001,Zhang, Wenyan,张文妍,6
001235046100001,Jia, Shijun,,7
001024783900001,Sun, Li,孙丽,1
001024783900001,Wu, Zhongming,吴钟鸣,2
001024783900001,Niu, Ruikun,牛瑞坤,3
000710485400007,Tang, Shu,汤澍,1
000710485400007,Xu, Zi-lin,徐子琳,2
000710485400007,Feng, Nian-hua,冯年华,3
000474490900001,Chen, Xiaoyun,陈晓云,1
000425576700005,Zhu, Qing-li,朱庆莉,1
000425576700005,Gu, Heng,顾恒,2
000425576700005,Ke, Zengguang,,3
000425011700020,Zhao, Wei,赵炜,1
000425011700020,Su, Shoubao,苏守宝,2
000425011700020,Shao, Fei,邵斐,3
000426593800032,Wang, Kun-Yan,王昆彦,1
000426593800032,Wei, Pengfei,韦鹏飞,2
000426593800032,Yang, Xiao-Li,杨晓莉,3
000427098300020,Jing, L.,景岚,1
000427098300020,Yuwei, L.,罗羽洧,2
000427098300020,Zhenping, H.,郝振萍,3
000427098300020,Qian, W.,,4
000380713200001,Chen, Xiaoyu,陈晓玉,1
000380713200001,Song, Xiaoxue,,2
000380713200001,Sun, Yihe,,3
001569355800018,Wang, Haoli,王昊利,1
001581088400002,Zhang, Wenyan,张文妍,1
001581088400002,Jiang, Chaoqun,,2
001581088400002,Li, Lingyan,,3
001581088400002,Wang, Ting,王婷,4
001581088400002,Qi, Jiale,,5
001581088400002,Guan, Hangmin,管航敏,6
001581088400002,Hao, Lingyun,郝凌云,7
001536935600001,Wang, Sake,汪萨克,1
001475780100001,Zhang, Wenxiang,,1
001475780100001,Wang, Chunmeng,王春萌,2
001475780100001,Zhu, Jun,朱俊,3
000807389000217,Cheng, Shenghe,程圣和,1
000807389000217,Zheng, Yifeng,郑祎峰,2
000830830000118,Liu, Zhiqiang,刘志强,1
000830830000097,Zhou, Ningrui,周凝瑞,1
000693799700001,Lin, Xiaoxia,林晓霞,1
000693799700001,Zhang, Haitao,张海涛,2
000693799700001,Qin, Yuqing,,3
000693799700001,Hu, Xiaohong,胡小红,4
000692883900004,Niu, Ruikun,牛瑞坤,1
000692883900004,Guo, Yu,郭语,2
000578280400001,Cai, Jingwei,蔡井伟,1
000501745700114,Shao, Fei,邵斐,1
000501745700114,Zhao, Wei,赵炜,2
000501745700114,Chang, Zinan,常子楠,3
000396595700004,Lin, Q.,林青,1
000396595700004,Hu, X. H.,胡小红,2
000337090300003,Feng, Zhi-Qiang,冯志强,1
000337090300003,Yang, Xiao-Li,杨晓莉,2
000337090300003,Ye, Yuan-Feng,叶原丰,3
000285628900167,Ye, Yuan-Feng,叶原丰,1
000285628900167,Wang, Huai-Qing,王淮庆,2
000285628900167,Feng, Zhi-Qiang,冯志强,3
001049047700003,Sun, K. W.,,1
001049047700003,Liu, Z.,刘震,2
001049047700003,Wang, R. X.,王瑞雪,3
001049047700003,Ling, X. C.,,4
001049047700003,Sun, J. W.,,5
000833019400002,Li, Juan,李娟,1
000833019400002,Chen, Aiping,陈爱萍,2
000765384200016,Zhou, Guohai,周国海,1
000731974900002,Zhou, Guohai,周国海,1
000589894700001,Li, Junlin,李俊琳,1
000589894700001,Hao, Lingyun,郝凌云,2
000589894700001,Zhang, Xiaojuan,张小娟,3
000589894700001,Lin, Qing,林青,4
000589894700001,Liang, Dong,梁栋,5
000389283600013,Luo, Yu-Wei,罗羽洧,1
000389283600013,Li, Jing,李静,2
000327179500001,Feng, Zhi-Qiang,冯志强,1
000327179500001,Yang, Xiao-Li,杨晓莉,2
000327179500001,Ye, Yuan-Feng,叶原丰,3
000307611500066,Chen, Xiaoyu,陈晓玉,1
000307611500066,Ye, Yuanfeng,叶原丰,2
000307611500066,Hao, Lingyun,郝凌云,3
001425580700001,Wang, Yuanyuan,汪园园,1
001425580700001,Ma, Zhanlin,,2
001425580700001,Wang, Jian,汪建,3
001425580700001,Ben, Jiaqi,,4
001425580700001,Guan, Hangmin,管航敏,5
001425580700001,Gu, Ping,,6
001425580700001,Hu, Yingfei,胡颖飞,7
000607474700019,Zhang, Wenyan,张文妍,1
000607474700019,Wang, Wei,汪玮,2
000607474700019,Hu, Yingfei,胡颖飞,3
000607474700019,Guan, Hangmin,管航敏,4
000607474700019,Hao, Lingyun,郝凌云,5
000392535300001,Chen, Xiaoyu,陈晓玉,1
000392535300001,He, Lindun,,2
000393681900218,Cheng, B. H.,程炳华,1
000393681900218,Shao, F.,邵斐,2
000384550000009,Yang, Xiaoli,杨晓莉,1
000384550000009,Zhou, Lihua,,2
000384550000009,Lv, Le,,3
000384550000009,Zhao, Xin,赵新,4
000384550000009,Hao, Lingyun,郝凌云,5
001649164500004,Du, Hongxiu,杜洪秀,1
001649164500004,Zhou, Zirou,,2
001649164500004,Du, Yuchen,杜雨辰,3
001649164500004,Lin, Yufei,,4
001649164500004,Zhao, Yuan,赵媛,5
001616670400001,Zhu, Chen,朱辰,1
001616670400001,Liu, Kun,刘坤,2
001484616600001,Yang, Xiaoli,杨晓莉,1
001484616600001,Zhang, Xiaomin,张小敏,2
001484616600001,Zhang, Han,,3
001484616600001,Cong, Yuhan,,4
001484616600001,Wang, Zitan,,5
001484616600001,Ye, Erkang,,6
001180664600001,Zhang, Wenyan,张文妍,1
001180664600001,Wang, Yihan,,2
001180664600001,Tao, Weidong,,3
001180664600001,Guan, Hangmin,管航敏,4
001180664600001,Jiang, Chaoqun,,5
001180664600001,Tian, Wenjie,田文杰,6
001180664600001,Hao, Lingyun,郝凌云,7
001002225800001,Dai, Xinyi,戴欣佚,1
001002225800001,Tang, Shu,汤澍,2
000738623000002,Qiu, Shuo,邱硕,1
000738623000002,Zhang, Zheng,张正,2
000738623000002,Liu, Yanan,柳亚男,3
000738623000002,Yan, Hao,阎浩,4
000738623000002,Cheng, Yuan,程远,5
000417470500084,Dou, R. L.,窦如林,1
000417470500084,Su, Z.,苏忠,2
000417470500084,Shi, W. J.,施卫娟,3
000407851700001,Yu, Zhenzhong,余振中,1
000369557900003,Ye, Yuanfeng,叶原丰,1
000369557900003,Pang, Juan,庞娟,2
000369557900003,Zhou, Xiaojie,,3
000369557900003,Huang, Jingwei,,4
000437450100032,Wang, Wei,汪玮,1
000437450100032,Hao, Lingyun,郝凌云,2
000437450100032,Zhi, Guowei,,3
000437450100032,Lin, Qing,林青,4
000437450100032,Tang, Zhengxia,唐正霞,5
000377918100001,Chen, Zhengyu,陈正宇,1
001576098600001,Zhang, Weiya,张维亚,1
001576098600001,Tang, Shu,汤澍,3
000629142400015,Du, Hechao,杜贺超,2
001595902000001,Jiang, Chaoqun,,1
001595902000001,Zhang, Wenyan,张文妍,2
001046984200001,Shi, Guifang,史桂芳,1
000275110200013,Luo, Yuwei,罗羽洧,1
000275110200013,Cui, Qunxiang,崔群香,3
001076353500004,Wang, Zhao,王昭,1
001076353500004,Hao, Lingyun,郝凌云,6
000831317700007,Li, Juan,李娟,1
000808833500001,Lin, Tao,林涛,1
000808833500001,Wu, Jingbo,吴晶博,3
000619823500008,Chen, Yuzhi,陈育志,1
000521070100005,Chen, Ying,陈英,2
000304598300006,Luo, Yu-Wei,罗羽洧,1
000436349500001,Zhang, Xiaojuan,张小娟,1
000436349500001,Hao, Lingyun,郝凌云,2
000273945100022,Luo, Yuwei,罗羽洧,1
000273945100022,Cui, Qunxiang,崔群香,3
001554752600001,Wang, Jianquan,王建全,1
001554752600001,Chen, Jialing,,2
001554752600001,Teng, Jianhao,,3
001554752600001,Zhou, Guangyao,周光耀,4
000883011600001,Liu, Wei,刘伟,1
000844627300007,Li, Juan,李娟,1
000844627300007,Tian, Xianghong,田祥宏,2
000844627300007,Liu, Jing,刘静,3
000424338500065,Wang, Wei,汪玮,1
000424338500065,Hao, Lingyun,郝凌云,2
000424338500065,Zhang, Wei,张伟,3
000424338500065,Lin, Qing,林青,4
000424338500065,Zhang, Xiaojuan,张小娟,5
000424338500065,Tang, Zhengxia,唐正霞,6
001458055100001,Jiang, Chaoqun,,1
001458055100001,Zhang, Wenyan,张文妍,2
001458055100001,Zhang, Ling,张玲,3
001458055100001,Wang, Tianhua,,4
001690969500005,Wang, Yunji,王云姬,1
001690969500005,Gu, Yao,,2
001690969500005,Liu, Fei,刘飞,3
001690969500005,Chen, Lin,陈琳,4
001690969500005,Ji, Ke,季珂,5
000487919200001,Zhu, Lingxue,朱凌雪,1
000824361800001,Li, Guoli,李国利,1
000824361800001,Wang, Fang,王芳,2
000824361800001,Feng, Fei,,3
000456195600008,Zhu, Lingxue,朱凌雪,1
000562725400001,Zhi, Guowei,,1
000562725400001,Wang, Wei,汪玮,2
000562725400001,Zhang, Ming,,3
000562725400001,Hao, Lingyun,郝凌云,4
000562725400001,Yang, Lu,,5
000562725400001,Liu, Jijinhua,,6
000562725400001,Zhao, Yijie,赵毅杰,7
000291308500091,Feng, Zhi-Qiang,冯志强,2
000289209400062,Feng, Zhi-Qiang,冯志强,2
001613726700002,Jiang, Chaoqun,,1
001613726700002,Zhang, Wenyan,张文妍,2
001613726700002,Zhang, Ling,张玲,3
001613726700002,Wang, Tianhua,,4
001612574900001,Jiang, Jin,姜劲,1
001612574900001,Wang, Zhengyang,,2
001612574900001,Zhang, Weijie,,3
001236928200001,Qin, Runhua,秦润华,1
001236928200001,Zhou, Yang,,2
001236928200001,Huang, Yuanyuan,,3
001236928200001,Zhao, Yunyin,,4
001236928200001,Hao, Lingyun,郝凌云,5
000304598300012,Luo, Yu-Wei,罗羽洧,1
000304598300012,Min-Xu,,3
000304598300012,Luo, Feng-Xia,罗凤霞,4
001323936800001,Ding, Kaimeng,丁凯孟,1
001323936800001,Wang, Yingying,王莹莹,2
001323936800001,Wang, Chishe,王池社,3
001323936800001,Ma, Ji,马冀,4
000717577600001,Zhao, Pin-Jiao,赵嫔姣,1
000717577600001,Hu, Guo-Bing,胡国兵,2
000709555600001,Wang, Wei,汪玮,1
000709555600001,Bai, Hang,,2
000709555600001,Zhi, Guowei,,3
000709555600001,Zhao, Yijie,赵毅杰,4
000709555600001,Zhang, Wenyan,张文妍,5
000709555600001,Tang, Zhengxia,唐正霞,6
000417470500056,Yao, J. D.,姚健东,1
001650637100001,Sun, Luanhong,孙孪鸿,5
000966343700001,Sun, Rongshuang,,1
000966343700001,Zhang, Wenyan,张文妍,2
000966343700001,Zhang, Jing,张静,3
000966343700001,Guan, Hangmin,管航敏,6
000966343700001,Huang, Chunlei,,7
000966343700001,Ma, Cong,,8
000966343700001,Ge, Jiyu,,9
000966343700001,Tian, Wenjie,田文杰,10
000966343700001,Hao, Lingyun,郝凌云,11
000985552800002,Wu, Qiuling,吴秋玲,1
000985552800002,Huang, Dandan,黄丹丹,2
000985552800002,Chen, Wenhui,,4
001565812700001,Wang, Yuanyuan,汪园园,1
001565812700001,Zhang, Yuxin,,2
001565812700001,Hu, Xuemin,胡学敏,3
001565812700001,Shao, Weiwei,邵威威,4
001565812700001,Du, Lang,,5
001565812700001,Guan, Hangmin,管航敏,6
001565812700001,Qin, Runhua,秦润华,7
001565812700001,Hu, Yingfei,胡颖飞,8
001470411000005,Wang, Yunji,王云姬,1
001470411000005,Gu, Yao,,2
001470411000005,Liu, Fei,刘飞,3
001470411000005,Chen, Lin,陈琳,4
001470411000005,Ji, Ke,季珂,6
000976548300013,Hu, Xiayun,胡夏芸,1
000976548300013,Li, Jingxian,李景仙,3
000976548300013,You, Kun,游坤,4
000787204100005,Huang, Jing,黄静,1
000321478800004,Luo, Yuwei,罗羽洧,1
000435933100003,Qin, Runhua,秦润华,1
000435933100003,Hao, Lingyun,郝凌云,2
000435933100003,Liu, Yi,,3
000435933100003,Zhang, Yueling,,4
000574605900002,Wang, Wei,汪玮,1
000574605900002,Zhi, Guowei,,2
000574605900002,Liu, Jijinhua,,3
000574605900002,Hao, Lingyun,郝凌云,4
000574605900002,Yang, Lu,,5
000574605900002,Zhao, Yijie,赵毅杰,6
000574605900002,Hu, Yingfei,胡颖飞,7
000834155800011,Li, Juan,李娟,1
000834155800011,Tian, Xianghong,田祥宏,2
000791663600005,Zhang, Xiao Min,张小敏,1
000791663600005,Yang, Xiao-Li,杨晓莉,2
000704290700033,Jia, Zhichao,贾志超,1
000704290700033,Wang, Wei,汪玮,2
000704290700033,Li, Xinhua,李新华,3
000704290700033,Hao, Lingyun,郝凌云,4
001068677100001,Qin, Runhua,秦润华,1
001068677100001,Zhou, Yang,,2
001068677100001,Zhao, Yunying,,3
001068677100001,Hao, Lingyun,郝凌云,4
000472861600017,Zhang, Xiao Min,张小敏,1
000472861600017,Wang, Kun-yan,王昆彦,2
000838878900001,Li, Guoli,李国利,1
000838878900001,Feng, Fei,,2
000838878900001,Wang, Fang,王芳,3
000912609400001,Li, Guoli,李国利,1
000912609400001,Zhao, Heng,,2
000912609400001,Feng, Fei,,3
000912609400001,Wu, Qiyue,,4
000872904300001,Wu, Qiuling,吴秋玲,1
000872904300001,Ding, Runyu,,2
000394037300001,Hu, Xiaohong,胡小红,2
000748469500004,Liang, Xianchao,梁献超,1
000748469500004,Li, Hong,李宏,3
000533678400003,Chen, Yuzhi,陈育志,1
000423301300006,Zai, Xue M.,宰学明,1
000423301300006,Hao, Zhen P.,郝振萍,3
000459976200207,Wang, Zhiling,王志凌,1
000459976200207,Li, Yonglin,李永琳,3
000459976200207,Jiang, Yudong,,4
000324050800004,Hu, X. H.,胡小红,1
000703545000001,Zhu, Zhou,朱周,1
000703545000001,Zhao, Haifeng,赵海峰,2
000703545000001,Hui, Fang,惠放,3
000703545000001,Zhang, Yan,张燕,4
001731443600001,Li, Jine,李金娥,1
001503610800001,Wang, Lingling,王玲玲,1
001503610800001,Han, Dong,,2
001503610800001,Wang, Xuedao,王雪道,3
001503610800001,Zhu, Min,朱敏,4
001404670000001,Dai, Wei,戴薇,1
001404670000001,Zhu, Haicong,,2
001404670000001,Chen, Junhong,陈俊红,3
001404670000001,Chen, Hui,陈晖,4
001404670000001,Dai, Dingzhen,戴鼎震,5
001410505300019,Wu, Shujie,吴舒洁,1
001321955500004,Hu, Xingliu,胡兴柳,1
001321955500004,Zhou, Zhihui,,3
001274607600001,Chen, Miao,陈淼,4
001138760100001,Xiong, Juanjuan,熊娟娟,1
000756827000037,Liu, Hui,刘慧,2
000657568400002,Shi, Hua,石华,1
000657568400002,Luo, Ronghua,罗荣华,2
000645564100019,Li, Yunxia,李云霞,1
000645564100019,Wang, Jian,汪建,2
000645564100019,Geng, Yuxian,,3
000645564100019,Hu, Jiangsheng,,4
000467257200039,Cheng, Renxiang,程任翔,1
000373421200040,Yang, J.,杨娟,2
000309922500025,Luo, Yuwei,罗羽洧,1
000309922500025,Luo, Fengxia,罗凤霞,3
001729978200001,Zhang, Chaolong,张朝龙,1
001729978200001,Xie, Min,,2
001729978200001,Wang, Anxiang,,3
001729978200001,Wu, Yupeng,,4
001729978200001,Yin, Panfen,,5
001729978200001,Hua, Guoqing,,6
001729978200001,Cheng, Kaixin,,7
001642307800001,Chen, Yuying,陈雨莹,1
001642307800001,Chen, Yuting,,3
001642307800001,Tang, Jiaxuan,唐家轩,4
001642307800001,Qu, Ruiyang,,5
001490758000001,Niu, Ben,牛犇,1
001490758000001,Ding, Wenqian,,2
001490758000001,Wang, Xiaodan,,4
001490758000001,Gong, Yuhan,,5
001046490200001,Lin, Qing,林青,1
001046490200001,Xia, Shuyi,,2
001046490200001,Fu, Hailuo,付海罗,4
001046490200001,Liang, Dong,梁栋,5
001046490200001,Wang, Zhao,王昭,6
001046490200001,Zhang, Xiaojuan,张小娟,7
001078264600001,Li, Juan,李娟,1
000856409000001,Li, Lingsheng,李玲生,1
000790818100023,Wang, Yanfang,王艳芳,1
000749484900003,Wang, Ke,王柯,1
000749484900003,Kuang, Caiyuan,匡才远,2
000497506300001,Tong, Lili,童丽丽,2
